id,type,status,reference,source_location_id,dest_location_id,created_by,created_at,updated_at
9a887b36-f68e-4664-abb5-3d1a0cb11c2d,transfer,draft,TRF-20260314-0234,034393b0-d708-4f05-adde-8a8ec25df42e,89f10584-ed6d-48ef-9211-bd74ce27e169,00000000-0000-0000-0000-000000000000,2025-06-09 09:01:54,2025-06-09 09:01:54
c7891209-0e9f-4f47-a233-836e563774d3,adjustment,completed,ADJ-20260314-0162,edb14da6-412f-4914-86ac-05facd1a411f,,00000000-0000-0000-0000-000000000000,2025-09-19 09:01:54,2025-09-19 09:01:54
49e0b703-03fe-4de6-845f-6a17a5bc098d,adjustment,confirmed,ADJ-20260314-0163,4b9f7b0c-13d4-4e2e-a93f-0bb3dea99bbf,,00000000-0000-0000-0000-000000000000,2026-02-10 09:01:54,2026-02-10 09:01:54
66eb82ae-1bc9-4fb7-bf08-fef1891d0991,adjustment,completed,ADJ-20260314-0164,03758ee6-4c04-4202-9487-138e76227c33,,00000000-0000-0000-0000-000000000000,2025-06-17 09:01:54,2025-06-17 09:01:54
c955ef84-159a-4f33-aa19-aa4168859714,transfer,completed,TRF-20260314-0235,a11fee37-666a-4647-8da8-2db2e8712847,90bb6cec-f251-454d-b3fa-83c417b57079,00000000-0000-0000-0000-000000000000,2025-08-25 09:01:54,2025-08-25 09:01:54
47ad3c31-d1d7-4c26-a5f0-9ad9e5f8981c,receipt,completed,RCP-20260314-0283,,f81c7cd7-6444-4210-94b5-cd596aafb0ab,00000000-0000-0000-0000-000000000000,2026-01-09 09:01:54,2026-01-09 09:01:54
86147bfd-ca58-4e8e-be96-a4e87abb5542,delivery,completed,DLV-20260314-0285,10f0c1a2-b81a-433d-8233-7fdc72a59f7c,,00000000-0000-0000-0000-000000000000,2025-08-07 09:01:54,2025-08-07 09:01:54
533b3b58-324e-4ea1-8f4f-3d1d0938fdc6,adjustment,completed,ADJ-20260314-0165,0d0e5979-d70a-41ac-b28b-4a0d9297244f,,00000000-0000-0000-0000-000000000000,2026-03-13 09:01:54,2026-03-13 09:01:54
776212ab-e245-4e7f-b299-0ea3af3207e2,transfer,completed,TRF-20260314-0236,c3780ad5-f844-4577-8a91-312b9345dbcc,342099aa-afe2-4d51-aa8e-d1403197eaa1,00000000-0000-0000-0000-000000000000,2025-07-03 09:01:54,2025-07-03 09:01:54
951a2690-42e1-4fa5-9f57-8c98ebc0fc90,adjustment,draft,ADJ-20260314-0166,e9f0da55-63ff-4434-ba4c-a0c7ef1efd2d,,00000000-0000-0000-0000-000000000000,2026-01-14 09:01:54,2026-01-14 09:01:54
401ef2c0-885b-4adc-9c1b-70689cb2013a,delivery,confirmed,DLV-20260314-0286,8a829fa0-9102-4657-8257-3ed956f1d983,,00000000-0000-0000-0000-000000000000,2025-07-01 09:01:54,2025-07-01 09:01:54
cddfe8ad-9e8d-436c-bb80-d4de76f63322,receipt,confirmed,RCP-20260314-0284,,caac34d8-5ae7-4d71-b389-b59cee01dedb,00000000-0000-0000-0000-000000000000,2025-04-21 09:01:54,2025-04-21 09:01:54
22cdaa25-e6d7-41dc-88c8-52d4cbab3272,delivery,completed,DLV-20260314-0287,36a9e013-3657-4a8d-b469-4faea1c4babc,,00000000-0000-0000-0000-000000000000,2025-04-11 09:01:54,2025-04-11 09:01:54
f64a987a-9083-467d-89be-bb6cc7238fe3,delivery,draft,DLV-20260314-0288,cc0ae2cc-fa7a-4e37-a240-3ad3cf189672,,00000000-0000-0000-0000-000000000000,2026-03-05 09:01:54,2026-03-05 09:01:54
a1ece328-c911-43be-8d8c-de37d97d8ee5,transfer,draft,TRF-20260314-0237,cb0639e4-685a-46e1-a689-156dcefa8ee8,2b82c364-0ce2-44ae-8bf6-e22704b72022,00000000-0000-0000-0000-000000000000,2025-08-28 09:01:54,2025-08-28 09:01:54
669cc8a2-7e19-4046-a505-e4c979d677c8,transfer,confirmed,TRF-20260314-0238,143693f2-ce19-43af-9133-3c23e957ec31,d1e63f86-b79e-48c8-b25e-44505c7974c9,00000000-0000-0000-0000-000000000000,2025-09-12 09:01:54,2025-09-12 09:01:54
a32e5596-cd8a-4b46-8e66-dc906eb015eb,receipt,completed,RCP-20260314-0285,,ffe07e75-84a6-447e-b5d8-55a1cf30155e,00000000-0000-0000-0000-000000000000,2025-12-17 09:01:54,2025-12-17 09:01:54
1401787e-fe22-4244-9342-a01ef47cf17f,delivery,draft,DLV-20260314-0289,1969ad25-7f59-4d09-9b65-01d7d6625739,,00000000-0000-0000-0000-000000000000,2025-06-16 09:01:54,2025-06-16 09:01:54
79ca8856-8698-4434-900e-4fdd805a426f,transfer,completed,TRF-20260314-0239,306e2012-d89a-4bc5-8a8b-d9b7136fdb2c,c0f08e75-b6b6-439e-85c5-ec4a9b6286dd,00000000-0000-0000-0000-000000000000,2025-06-16 09:01:54,2025-06-16 09:01:54
25cb7ce6-7972-464f-8037-1baa1c66bb2a,receipt,confirmed,RCP-20260314-0286,,cd9b65d2-eea0-4a19-8a4e-5dd1d5aea40c,00000000-0000-0000-0000-000000000000,2025-07-24 09:01:54,2025-07-24 09:01:54
fb14709e-ed0c-4ae6-9552-9de3f8aa2e0b,delivery,completed,DLV-20260314-0290,9f3d2e22-f065-4fb7-9d0f-d00145051b0b,,00000000-0000-0000-0000-000000000000,2025-09-21 09:01:54,2025-09-21 09:01:54
539df879-a722-42f6-a6e3-b65eb1dcf3e3,delivery,draft,DLV-20260314-0291,7568f536-6974-4fa0-bd85-96af28a40034,,00000000-0000-0000-0000-000000000000,2025-05-17 09:01:54,2025-05-17 09:01:54
a033b905-f849-45e2-b5a8-309a157e853c,delivery,draft,DLV-20260314-0292,381c2c60-aee0-41be-988d-9a4d7600b6cc,,00000000-0000-0000-0000-000000000000,2026-02-10 09:01:54,2026-02-10 09:01:54
260e0a3b-a4c9-497a-91dd-ff7d7d6f20dc,receipt,completed,RCP-20260314-0287,,9042d8d9-7cb1-4b4e-868a-c4b544e28887,00000000-0000-0000-0000-000000000000,2025-04-19 09:01:54,2025-04-19 09:01:54
634c6757-7c41-4581-9fb6-8950e9dcd62c,delivery,completed,DLV-20260314-0293,6c8b4324-d8ed-4f15-9e97-ba73530d79f2,,00000000-0000-0000-0000-000000000000,2026-02-17 09:01:54,2026-02-17 09:01:54
c0aab59a-31fa-433c-b074-30ed7e6f1d37,adjustment,completed,ADJ-20260314-0167,2d90f5ab-00e3-49ab-afe1-d82b85fdb550,,00000000-0000-0000-0000-000000000000,2026-01-02 09:01:54,2026-01-02 09:01:54
6601c6b9-0e95-4c53-ac5c-94a213e7f5ea,receipt,completed,RCP-20260314-0288,,38b15350-2b32-4819-bf8c-979c390bfd71,00000000-0000-0000-0000-000000000000,2025-12-19 09:01:54,2025-12-19 09:01:54
63f95a85-c36d-45d8-af06-3d99a93efa8c,receipt,confirmed,RCP-20260314-0289,,ff8f1cfe-6fde-48dc-8830-3e58d2321771,00000000-0000-0000-0000-000000000000,2025-04-15 09:01:54,2025-04-15 09:01:54
7d39d163-6c85-44bf-a784-99ba1c09da55,transfer,completed,TRF-20260314-0240,a8774037-6062-4d2e-888d-a98367d39456,8e99f2dd-6a08-4e73-b61a-da0c2f1794e3,00000000-0000-0000-0000-000000000000,2025-09-03 09:01:54,2025-09-03 09:01:54
3d6ccda4-526c-4afa-b174-fbc3fcf0d17d,receipt,draft,RCP-20260314-0290,,7851bbec-ec1d-4f8f-883c-9371417c7d23,00000000-0000-0000-0000-000000000000,2026-02-17 09:01:54,2026-02-17 09:01:54
eb9ff808-dc7e-4653-9211-e8b0ef3024f3,receipt,draft,RCP-20260314-0291,,a5d9e202-5a0c-4548-90c4-d311b567fce8,00000000-0000-0000-0000-000000000000,2025-10-30 09:01:54,2025-10-30 09:01:54
8f1bce71-6757-4bed-85ce-eb7877c0eb99,adjustment,completed,ADJ-20260314-0168,3c78c686-bd01-4433-bf22-7a94823c83c1,,00000000-0000-0000-0000-000000000000,2026-02-11 09:01:54,2026-02-11 09:01:54
c774e60b-c219-41d9-86f8-ddba40e2b068,transfer,completed,TRF-20260314-0241,5287be7f-d745-49af-86ac-59b225bab191,16103e57-84ab-4b3f-8999-36ccc21e5cd2,00000000-0000-0000-0000-000000000000,2026-03-03 09:01:54,2026-03-03 09:01:54
b3e2c47c-24ad-452e-8972-4456b8d6df6b,transfer,completed,TRF-20260314-0242,4324643a-8ced-4622-8214-ef5fdf408c45,e36dfdcd-279f-4cba-96ec-9c9753fc4700,00000000-0000-0000-0000-000000000000,2025-06-15 09:01:54,2025-06-15 09:01:54
c8d5841b-e852-46ec-8042-c4aa689d74ea,adjustment,completed,ADJ-20260314-0169,eb09f3b8-7013-4b34-afe8-4bf3180f08e0,,00000000-0000-0000-0000-000000000000,2025-04-29 09:01:54,2025-04-29 09:01:54
01e4e582-7c82-4182-805a-2ca074973eb3,transfer,confirmed,TRF-20260314-0243,cdffaf3b-7084-41e0-b010-b2e0939311e3,968a94c9-af33-4260-8aaf-b6a44921be33,00000000-0000-0000-0000-000000000000,2026-02-09 09:01:54,2026-02-09 09:01:54
6a77d12d-0b85-4006-9270-d9780cdc585f,adjustment,draft,ADJ-20260314-0170,de263198-37ab-4042-8ed3-c1491e4a50a4,,00000000-0000-0000-0000-000000000000,2025-10-15 09:01:54,2025-10-15 09:01:54
a5b92028-4cbd-4de5-8ed6-76717c1621cc,delivery,completed,DLV-20260314-0294,b660f3aa-4719-4404-a877-b35c1654b97b,,00000000-0000-0000-0000-000000000000,2025-08-31 09:01:54,2025-08-31 09:01:54
e11a1cdc-05db-431f-ac61-d49fd1dc9cbd,transfer,completed,TRF-20260314-0244,63bd4ca9-c961-4697-bf5a-b4838a79cbf3,f0ab3416-3cf6-45a3-bb34-c31d47fa536e,00000000-0000-0000-0000-000000000000,2025-07-07 09:01:54,2025-07-07 09:01:54
809dfda6-1eb6-4d11-a9c8-25663b492f4d,delivery,completed,DLV-20260314-0295,20926e62-2daa-4d5f-8f03-c68619df901c,,00000000-0000-0000-0000-000000000000,2025-05-17 09:01:54,2025-05-17 09:01:54
c4d3b724-356e-4ff3-9bc9-9e7322e19e61,adjustment,draft,ADJ-20260314-0171,befb3212-1e94-4b8c-84ed-6075a2b8c12a,,00000000-0000-0000-0000-000000000000,2025-11-22 09:01:54,2025-11-22 09:01:54
0212d711-d60c-4fab-875d-c41baedde959,receipt,draft,RCP-20260314-0292,,0c38c790-8ced-47ed-85c5-e22f4f6d1c63,00000000-0000-0000-0000-000000000000,2025-09-29 09:01:54,2025-09-29 09:01:54
287e90b1-cf28-441f-bd6d-ead3ba696723,receipt,draft,RCP-20260314-0293,,35eaf4f8-65d1-4153-ba96-525fdeb110c3,00000000-0000-0000-0000-000000000000,2025-09-08 09:01:54,2025-09-08 09:01:54
2f861b65-28d6-4281-ae37-09cbc51bbe58,transfer,confirmed,TRF-20260314-0245,8c6734cc-f2dc-4904-b78a-8a47fc151f9d,9a85da1f-7a63-464d-a280-7034339d46c4,00000000-0000-0000-0000-000000000000,2025-11-28 09:01:54,2025-11-28 09:01:54
ed71d389-52ca-45ef-aeac-9c651e447ac3,receipt,completed,RCP-20260314-0294,,ef077f5b-df70-4f43-ad0c-f81e8b2bd256,00000000-0000-0000-0000-000000000000,2025-11-27 09:01:54,2025-11-27 09:01:54
466672ac-6984-4fea-9eb1-4b574bdea3c1,adjustment,completed,ADJ-20260314-0172,d1cd5954-f096-43bb-a4e4-2434aaf1120a,,00000000-0000-0000-0000-000000000000,2025-06-02 09:01:54,2025-06-02 09:01:54
6e592708-e9bb-43e9-afd0-e4287850793c,delivery,completed,DLV-20260314-0296,74f7dc30-1a28-4247-93f4-15601584d666,,00000000-0000-0000-0000-000000000000,2025-09-30 09:01:54,2025-09-30 09:01:54
59dbb156-058e-4f5d-bc7e-25b77ebd4517,delivery,draft,DLV-20260314-0297,099e0f2f-9839-47cd-ae52-20e2d277b235,,00000000-0000-0000-0000-000000000000,2025-09-03 09:01:54,2025-09-03 09:01:54
82aae633-ab2d-423b-b50b-f246b704dc50,receipt,completed,RCP-20260314-0295,,a34ccab9-22fc-4fbc-bce6-6e88e3e46e07,00000000-0000-0000-0000-000000000000,2025-12-02 09:01:54,2025-12-02 09:01:54
6998d535-370f-495a-8659-b8e614e02adc,adjustment,completed,ADJ-20260314-0173,d8d0cbb4-ea0e-4d1a-b05b-e813028f5383,,00000000-0000-0000-0000-000000000000,2026-02-05 09:01:54,2026-02-05 09:01:54
53f225e3-fcce-4de0-b820-9166199e9d6f,adjustment,completed,ADJ-20260314-0174,e8bc0a7e-7666-4892-abaa-267c546f2f24,,00000000-0000-0000-0000-000000000000,2025-06-13 09:01:54,2025-06-13 09:01:54
813b89d9-9914-45cd-9aca-f84910afa12e,delivery,completed,DLV-20260314-0298,ce1a2b6f-3376-4af4-9c41-70a290d23291,,00000000-0000-0000-0000-000000000000,2026-02-19 09:01:54,2026-02-19 09:01:54
853fd341-d2d2-4f41-99fb-b16f1c5ece54,transfer,completed,TRF-20260314-0246,9dce942b-43ea-46b3-bd93-cd0010a4c5cf,ffebb10c-51ba-430c-b221-211c0c07fa82,00000000-0000-0000-0000-000000000000,2025-08-26 09:01:54,2025-08-26 09:01:54
bbc3d3f4-eb7f-4360-8267-ebd7f9d4ee1f,delivery,completed,DLV-20260314-0299,83e8203f-b4d7-47b5-b171-3beadee91067,,00000000-0000-0000-0000-000000000000,2025-12-19 09:01:54,2025-12-19 09:01:54
cf2a160c-97f3-4195-85a1-89515a12f67f,adjustment,completed,ADJ-20260314-0175,831f53b4-1db0-4959-afca-72c179a9e556,,00000000-0000-0000-0000-000000000000,2026-02-04 09:01:54,2026-02-04 09:01:54
3c392545-06e3-4c2c-8a2d-c8772433727b,delivery,completed,DLV-20260314-0300,bde6155d-43bf-4439-b8ee-d97048e9731a,,00000000-0000-0000-0000-000000000000,2025-03-24 09:01:54,2025-03-24 09:01:54
3ba5ec26-8f6a-4184-8e32-a7212a3bee4f,delivery,completed,DLV-20260314-0301,da14fe50-d230-418a-8bc5-ca66ecd4b7c0,,00000000-0000-0000-0000-000000000000,2025-05-11 09:01:54,2025-05-11 09:01:54
e18d2971-4418-49ce-b508-f2f9b1005115,transfer,confirmed,TRF-20260314-0247,a5fa9e62-0afd-4a33-aa2a-c131578d6f4d,22eb2c96-d82b-46b2-a891-435c8412c8ba,00000000-0000-0000-0000-000000000000,2025-07-17 09:01:54,2025-07-17 09:01:54
a772f1c0-68f8-454a-bdde-5bb768de9436,receipt,completed,RCP-20260314-0296,,799d8838-3fa7-4df8-85dc-e72e6e66ac8e,00000000-0000-0000-0000-000000000000,2025-05-06 09:01:54,2025-05-06 09:01:54
303fda57-e2b6-4a6a-819d-5ad3024e14c8,transfer,confirmed,TRF-20260314-0248,a7192820-cb60-4497-8747-ad16d8d26ce3,f68757d5-8038-4bbd-9da1-97cf9d1261c6,00000000-0000-0000-0000-000000000000,2025-12-28 09:01:54,2025-12-28 09:01:54
2e0a1a58-c1cf-4f60-9661-b486822397ad,receipt,completed,RCP-20260314-0297,,98473256-4463-45f2-9d4e-855bd7edeefe,00000000-0000-0000-0000-000000000000,2026-02-25 09:01:54,2026-02-25 09:01:54
d8b1e302-f482-4b3b-b44b-0a9742c3fea4,delivery,completed,DLV-20260314-0302,948c7b99-e2c5-48be-b026-1727bcadd573,,00000000-0000-0000-0000-000000000000,2026-03-14 09:01:54,2026-03-14 09:01:54
dbde332b-9580-42bd-95a1-3bf3c56a836c,delivery,draft,DLV-20260314-0303,22df9ad4-5152-4803-99b3-dcfe813df0ce,,00000000-0000-0000-0000-000000000000,2025-09-07 09:01:54,2025-09-07 09:01:54
57df414b-947d-45e7-aa9f-1fde6ddad70b,receipt,confirmed,RCP-20260314-0298,,0743b78a-f4e0-45b4-b853-65501d63ea59,00000000-0000-0000-0000-000000000000,2025-06-04 09:01:54,2025-06-04 09:01:54
511414bb-4a3d-4477-94b3-58c3bda1885f,delivery,completed,DLV-20260314-0304,8aa61b26-5200-40c8-b67a-fb9a545905f7,,00000000-0000-0000-0000-000000000000,2026-01-23 09:01:54,2026-01-23 09:01:54
af8e0368-6def-4046-b8d4-f8f8ca05ca1f,receipt,completed,RCP-20260314-0299,,6bd1b58e-7c5f-40fe-9244-2250206466ca,00000000-0000-0000-0000-000000000000,2025-07-10 09:01:54,2025-07-10 09:01:54
86d81a60-dbf6-45f6-ac82-ec80bb1bc700,delivery,completed,DLV-20260314-0305,7b7dcc78-2686-43d6-9a1c-efc4ca07d504,,00000000-0000-0000-0000-000000000000,2025-12-14 09:01:54,2025-12-14 09:01:54
659517c5-ceda-49b3-a318-07b7ab17a933,delivery,completed,DLV-20260314-0306,38c1d270-c366-4758-b9c6-79def18f8884,,00000000-0000-0000-0000-000000000000,2025-09-09 09:01:54,2025-09-09 09:01:54
b798c5ca-4f20-4848-bf2b-666dda8fd887,adjustment,completed,ADJ-20260314-0176,b893c0a6-d686-4541-a3f4-fa046e36fe7f,,00000000-0000-0000-0000-000000000000,2025-06-22 09:01:54,2025-06-22 09:01:54
38c26336-5f87-442c-baa5-abe836811d2b,receipt,draft,RCP-20260314-0300,,d20fd737-d365-4b4b-b9ee-4475905acce4,00000000-0000-0000-0000-000000000000,2025-10-14 09:01:54,2025-10-14 09:01:54
3f4a30db-0b71-4930-a61f-09efe1b7f403,transfer,confirmed,TRF-20260314-0249,8b6550e6-b98f-4d55-ab5f-c3982c8c7073,5e469640-a58b-4c2b-9f92-73a0663e1022,00000000-0000-0000-0000-000000000000,2025-10-25 09:01:54,2025-10-25 09:01:54
7d1804c8-defa-45ef-a3ab-644895f3c463,transfer,draft,TRF-20260314-0250,e99d6597-8afc-485d-b573-4c1191e32a0e,a206ed90-eda0-49ac-b3ad-9be7b7d95bde,00000000-0000-0000-0000-000000000000,2026-02-22 09:01:54,2026-02-22 09:01:54
f432e5bf-c831-4361-8985-bf2e03bec10a,delivery,completed,DLV-20260314-0307,696e84d9-043a-499e-871c-e322aba07c7c,,00000000-0000-0000-0000-000000000000,2025-11-07 09:01:54,2025-11-07 09:01:54
6f7d1cb6-4a04-4f14-975d-7c925ceb7f25,receipt,completed,RCP-20260314-0301,,db7b0359-3d67-44c5-af73-66ba3fcba300,00000000-0000-0000-0000-000000000000,2025-06-13 09:01:54,2025-06-13 09:01:54
89a929f3-9c37-4f7f-abf0-7f3199b97c08,receipt,draft,RCP-20260314-0302,,9242af25-77cc-4d37-aaaa-6caf64a15638,00000000-0000-0000-0000-000000000000,2025-07-06 09:01:54,2025-07-06 09:01:54
cf9361ed-56f2-45bc-8191-87aed1c27fea,transfer,completed,TRF-20260314-0251,90bb6cec-f251-454d-b3fa-83c417b57079,eb841f65-a5e2-431e-920d-388ae4df6ad2,00000000-0000-0000-0000-000000000000,2025-08-09 09:01:54,2025-08-09 09:01:54
121a8b16-714f-4947-8800-d9fcc0abe8c4,transfer,completed,TRF-20260314-0252,e0a4a202-36ca-4fd2-80a7-d4873dfefd4e,a75aede9-e52a-4a9c-bb85-fce85c5e9c95,00000000-0000-0000-0000-000000000000,2025-09-20 09:01:54,2025-09-20 09:01:54
97c0c715-d2fb-4e46-bbd4-28080a7d7cfe,delivery,completed,DLV-20260314-0308,6f3ad628-328d-4014-9577-f17d3b154173,,00000000-0000-0000-0000-000000000000,2025-04-18 09:01:54,2025-04-18 09:01:54
71e5cc73-e4e3-4ad4-8c24-ee4a06702d78,adjustment,draft,ADJ-20260314-0177,487463a0-9746-4d1f-8e63-9bbb15b0c908,,00000000-0000-0000-0000-000000000000,2025-05-09 09:01:54,2025-05-09 09:01:54
e110c345-8c47-4a90-8762-bf19edf376d5,delivery,completed,DLV-20260314-0309,93dc88bd-d6a1-4979-b589-364c362085d0,,00000000-0000-0000-0000-000000000000,2025-04-29 09:01:54,2025-04-29 09:01:54
d74383f6-43af-46b0-a353-e1a8fb82ab50,delivery,confirmed,DLV-20260314-0310,cea31b90-e419-4c29-87f2-0e38d27ed940,,00000000-0000-0000-0000-000000000000,2025-08-22 09:01:54,2025-08-22 09:01:54
20234b12-9187-43f1-b04c-18ff3b25c76c,adjustment,completed,ADJ-20260314-0178,09a408f7-9eaf-4bbc-82e4-b2461c4ef49a,,00000000-0000-0000-0000-000000000000,2025-10-20 09:01:54,2025-10-20 09:01:54
73629be3-cd8a-415f-b1a5-2598625ee11c,receipt,completed,RCP-20260314-0303,,1c5127df-04b5-4850-8b24-2cab941aeeb5,00000000-0000-0000-0000-000000000000,2026-01-19 09:01:54,2026-01-19 09:01:54
10c58866-8c94-4bb5-8d97-cdbf9a39d540,receipt,completed,RCP-20260314-0304,,f478e4e7-ce98-4c43-9b06-0423d30a08d9,00000000-0000-0000-0000-000000000000,2025-10-03 09:01:54,2025-10-03 09:01:54
53765ca8-1fc7-4bfa-b6ff-69a674e418db,delivery,draft,DLV-20260314-0311,60adde3a-fa22-4030-a23b-e33955d8512c,,00000000-0000-0000-0000-000000000000,2025-11-20 09:01:54,2025-11-20 09:01:54
3d0db2f6-d491-4aee-9233-628caa25cd6a,receipt,completed,RCP-20260314-0305,,068e76cc-7b0a-4571-a921-ff8156601437,00000000-0000-0000-0000-000000000000,2025-07-06 09:01:54,2025-07-06 09:01:54
e22ca185-5616-492d-8177-d9cf6b9018cd,delivery,completed,DLV-20260314-0312,64314cf3-aa46-4777-8322-1d461372a013,,00000000-0000-0000-0000-000000000000,2025-10-06 09:01:54,2025-10-06 09:01:54
7a811e2f-48ef-4b3e-ba87-65940cee9eab,receipt,confirmed,RCP-20260314-0306,,b01ce41f-7c7e-47a7-9b47-af91f6550254,00000000-0000-0000-0000-000000000000,2026-02-18 09:01:54,2026-02-18 09:01:54
eb35b95d-f621-4b1e-a546-aca52696b891,delivery,completed,DLV-20260314-0313,dadcdd55-34c0-4c07-b7d4-efdc87cd3f54,,00000000-0000-0000-0000-000000000000,2026-01-03 09:01:54,2026-01-03 09:01:54
0902e4f5-996d-481a-bea0-0b35519292ce,adjustment,confirmed,ADJ-20260314-0179,250862e5-7b3b-4f93-a6f1-4663cbcec0e9,,00000000-0000-0000-0000-000000000000,2026-02-16 09:01:54,2026-02-16 09:01:54
e6ca6e59-dd84-427c-a02c-c22429cec95d,receipt,confirmed,RCP-20260314-0307,,e68ef4a5-6d87-456b-83fa-18c58f9cf0fd,00000000-0000-0000-0000-000000000000,2025-12-09 09:01:54,2025-12-09 09:01:54
61ddc91b-ed35-4ece-ad17-acf9b448671b,delivery,completed,DLV-20260314-0314,8eef35cf-d272-4661-88f8-3d85968f970b,,00000000-0000-0000-0000-000000000000,2025-09-08 09:01:54,2025-09-08 09:01:54
d9ce1dc1-8616-41ff-a971-ae17476803ff,receipt,draft,RCP-20260314-0308,,90460231-b396-4f71-b43f-616be66da9b4,00000000-0000-0000-0000-000000000000,2025-06-10 09:01:54,2025-06-10 09:01:54
86efe33a-90c0-4cb1-9ddc-71710fd05c84,transfer,draft,TRF-20260314-0253,8948a14b-c825-48cf-967d-51ca6ce97a81,ae8849dd-29e4-4865-ade4-dde4e9e0971c,00000000-0000-0000-0000-000000000000,2025-07-08 09:01:54,2025-07-08 09:01:54
15223c45-3269-485d-84c9-3aa4941bf497,transfer,draft,TRF-20260314-0254,e64ae43b-5777-4499-b0f6-dc7b4a0a128c,e2d08e3d-c2e9-43b5-a620-c980a5bfcba8,00000000-0000-0000-0000-000000000000,2025-12-23 09:01:54,2025-12-23 09:01:54
a87b532c-3f2d-4688-8210-afa6ccf5f834,transfer,completed,TRF-20260314-0255,0694b2e3-a5ae-4bd4-a238-6c6bf330f1e2,387454d3-06f5-4b0c-be85-eebd24d993c3,00000000-0000-0000-0000-000000000000,2025-09-04 09:01:54,2025-09-04 09:01:54
e542fb72-0d50-4fe0-806e-6d443d17ae14,receipt,completed,RCP-20260314-0309,,a2bdbcbc-a5d8-4b2c-a9dc-4db43f496e7b,00000000-0000-0000-0000-000000000000,2025-12-16 09:01:54,2025-12-16 09:01:54
89bd9a06-e949-4827-907a-c6611e517657,delivery,draft,DLV-20260314-0315,1dd596df-01ba-419c-86f4-404a411e607d,,00000000-0000-0000-0000-000000000000,2025-11-17 09:01:54,2025-11-17 09:01:54
a93d77c8-fb7d-4a9a-925c-26ad72e33f6c,receipt,completed,RCP-20260314-0310,,0a9120a7-cc07-4f07-8f73-c36f1e19132d,00000000-0000-0000-0000-000000000000,2026-01-30 09:01:54,2026-01-30 09:01:54
304670f7-67ee-40c3-aae4-18ace9e3589d,transfer,draft,TRF-20260314-0256,cd4f940c-5358-4286-ab95-2ad0529cb836,742c4055-0f73-43f7-b05a-d05513885ca9,00000000-0000-0000-0000-000000000000,2026-01-18 09:01:54,2026-01-18 09:01:54
832ee914-3a5c-4833-9d4f-29e9b638d2a8,delivery,completed,DLV-20260314-0316,747e0f47-053a-46ac-821c-84edb5ee13c8,,00000000-0000-0000-0000-000000000000,2026-01-18 09:01:54,2026-01-18 09:01:54
aec5d433-11ab-4368-b04a-05c061ac378c,delivery,completed,DLV-20260314-0317,d7561507-9c89-4f87-81a2-49ca27fce28c,,00000000-0000-0000-0000-000000000000,2025-04-07 09:01:54,2025-04-07 09:01:54
97013f18-d53f-4b89-b3b8-320563e0102b,delivery,completed,DLV-20260314-0318,898da1ec-d89f-4b65-a940-c42b6eaa2ecb,,00000000-0000-0000-0000-000000000000,2025-12-14 09:01:54,2025-12-14 09:01:54
721b916f-1506-487d-8c5f-183fa5970ba2,receipt,draft,RCP-20260314-0311,,d699dae6-a22e-4342-9c7f-b195be3740b1,00000000-0000-0000-0000-000000000000,2025-10-28 09:01:54,2025-10-28 09:01:54
da7f153f-fe78-4f09-a417-255437a9f634,receipt,completed,RCP-20260314-0312,,6c30f308-7611-4a31-970a-53123745fbd4,00000000-0000-0000-0000-000000000000,2025-05-07 09:01:54,2025-05-07 09:01:54
2138cf7e-feb1-4b32-a884-afd9d456dae4,adjustment,draft,ADJ-20260314-0180,2452ac75-c294-4610-9557-8d087c6893d8,,00000000-0000-0000-0000-000000000000,2025-03-30 09:01:54,2025-03-30 09:01:54
45abfea1-f111-45e8-990c-d9ff215fc3f4,delivery,draft,DLV-20260314-0319,55c43fd6-d30b-4674-8762-3ce0679260dc,,00000000-0000-0000-0000-000000000000,2025-11-29 09:01:54,2025-11-29 09:01:54
ac184cb3-6159-433b-8f9a-b8cd3b185418,receipt,draft,RCP-20260314-0313,,ea0fb04e-89be-4e6c-b0fe-5651c67840c2,00000000-0000-0000-0000-000000000000,2025-07-08 09:01:54,2025-07-08 09:01:54
223ac93a-83d8-4d2c-a72e-610e3b6eb315,adjustment,draft,ADJ-20260314-0181,a7192820-cb60-4497-8747-ad16d8d26ce3,,00000000-0000-0000-0000-000000000000,2025-04-23 09:01:54,2025-04-23 09:01:54
c23467d4-3489-4d37-aa8f-18aaa5efc6f5,transfer,draft,TRF-20260314-0257,b8dcd992-e9f0-4b66-9ab4-8bcc7e71fb51,aa5bbb43-bdc9-41d2-b3a9-71a58e08f919,00000000-0000-0000-0000-000000000000,2026-01-01 09:01:54,2026-01-01 09:01:54
2e300140-4393-4b58-b3d4-fbfce90950d4,delivery,confirmed,DLV-20260314-0320,24659f44-b9b4-4044-a031-173a0c0a0259,,00000000-0000-0000-0000-000000000000,2025-04-29 09:01:54,2025-04-29 09:01:54
f99ef5bd-4fd9-45ec-b525-e5852839b013,transfer,completed,TRF-20260314-0258,14865eda-d2c1-43f7-9fb2-7194e72dea1f,9b08de58-a62f-4bcf-9807-565a5162190d,00000000-0000-0000-0000-000000000000,2025-09-12 09:01:54,2025-09-12 09:01:54
ea0eb894-ef75-4622-a84a-6d79f64745d4,receipt,confirmed,RCP-20260314-0314,,5fa3e836-f244-41d2-8a17-2d4096676d6f,00000000-0000-0000-0000-000000000000,2025-04-13 09:01:54,2025-04-13 09:01:54
